Player,Turn Start Time (seconds)
2,0.061673
1,0.048474
2,0.073933
1,0.036916
2,0.071032
1,0.024951
2,0.071663
1,0.029988
2,0.054797
1,0.034407
2,0.060771
1,0.036636
2,0.066026
1,0.002569
1,0.041014
2,0.038846
1,0.046982
2,0.041209
1,0.041009
2,0.049433
1,0.042717
2,0.037814
1,0.047704
2,0.035733
1,0.047187
2,0.053246
1,0.044243
2,0.058551
1,0.061526
2,0.049950
1,0.067787
2,0.045327
1,0.064306
2,0.059124
1,0.057744
2,0.057255
1,0.059737
2,0.065905
1,0.056705
2,0.063174
1,0.064319
2,0.065610
1,0.068168
2,0.053065
1,0.053771
2,0.055716
1,0.057315
2,0.050706
1,0.046812
2,0.040308
1,0.058286
2,0.050230
1,0.049349
2,0.049276
1,0.060826
2,0.003128
1,0.054873
2,0.043306
1,0.051981
2,0.047165
1,0.062286
2,0.042488
1,0.063738
2,0.038234
1,0.061727
2,0.047103
1,0.046611
2,0.052620
1,0.046347
2,0.040059
1,0.045672
2,0.041366
1,0.039814
2,0.044456
1,0.046943
2,0.041784
1,0.040781
2,0.051358
1,0.044018
2,0.066301
1,0.053711
2,0.055931
1,0.058001
2,0.048235
1,0.070065
2,0.054474
1,0.055499
2,0.060043
1,0.065061
2,0.056559
1,0.047508
2,0.061198
1,0.065850
2,0.053003
1,0.053214
2,0.067320
1,0.064638
2,0.046569
1,0.059253
2,0.002966
1,0.065370
2,0.036036
1,0.066539
2,0.030922
1,0.070881
2,0.033124
1,0.062464
2,0.034931
1,0.068123
2,0.043271
1,0.075114
2,0.026458
1,0.057320
2,0.032334
1,0.041214
2,0.039849
1,0.040892
2,0.045295
1,0.039970
2,0.049647
1,0.045561
2,0.042468
1,0.043369
2,0.040373
1,0.049996
2,0.052313
1,0.048248
2,0.061360
1,0.052589
2,0.059925
1,0.064985
2,0.050770
1,0.058861
2,0.052434
1,0.057066
2,0.057108
1,0.059379
2,0.054854
1,0.055309
2,0.058005
1,0.061352
2,0.056902
1,0.058996
2,0.060446
1,0.069002
2,0.046673
1,0.057955
2,0.002896
1,0.069931
2,0.030536
1,0.074204
2,0.041189
1,0.066211
2,0.028896
1,0.061175
2,0.031575
1,0.058452
2,0.043314
1,0.069162
2,0.030566
1,0.066115
2,0.031481
1,0.050596
2,0.047596
1,0.047195
2,0.044878
1,0.035931
2,0.047564
1,0.048431
2,0.038772
1,0.045143
2,0.038509
1,0.044496
2,0.044733
1,0.046302
2,0.054783
1,0.058021
2,0.039261
1,0.057740
2,0.051864
1,0.049978
2,0.056310
1,0.069875
2,0.063858
1,0.063762
2,0.064387
1,0.062979
2,0.057117
1,0.059454
2,0.060272
1,0.061660
2,0.054700
1,0.056668
2,0.050633
1,0.057251
2,0.053643
1,0.059042
2,0.045009
1,0.050154
2,0.049241
1,0.047713
2,0.046863
1,0.057026
2,0.003134
1,0.046249
2,0.044300
1,0.046748
2,0.044561
1,0.066944
2,0.039238
1,0.064524
2,0.039991
1,0.062973
2,0.049387
